,"O-PTIR 1/O-PTIR","O-PTIR 2/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 4/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 8/O-PTIR","O-PTIR 9/O-PTIR","O-PTIR 1/O-PTIR","O-PTIR 3/O-PTIR","O-PTIR 5/O-PTIR","O-PTIR 6/O-PTIR","O-PTIR 7/O-PTIR"
1023,0.760838031768799,-0.0138796176761389,3.60696601867676,2.80079007148743,2.41853809356689,3.28834128379822,0.0329471603035927,2.74437236785889,1.17455172538757,0.474247843027115,2.70113372802734,0.279954195022583
1025,0.751462936401367,-0.023947574198246,3.65296006202698,2.82763385772705,2.41199588775635,3.35464119911194,0.0141827147454023,2.76324510574341,1.16113233566284,0.50005179643631,2.68061470985413,0.302176952362061
1027,0.744915843009949,0.0059022419154644,3.6793155670166,2.83638525009155,2.4057879447937,3.32682037353516,-0.0108028389513493,2.76314640045166,1.16229486465454,0.519912779331207,2.74860191345215,0.342659890651703
1029,0.71421891450882,0.0122886197641492,3.7129282951355,2.8548629283905,2.39038348197937,3.19922041893005,-0.0195174403488636,2.72054481506348,1.16627717018127,0.547790884971619,2.81699538230896,0.364558815956116
1031,0.67746239900589,-0.0315201357007027,3.7319700717926,2.84558963775635,2.35799908638,3.12740421295166,0.00512272166088223,2.63458919525146,1.16093730926514,0.577354848384857,2.81241321563721,0.371083050966263
1033,0.696103870868683,-0.0334064625203609,3.7540819644928,2.82683706283569,2.33623480796814,3.15127468109131,0.0174490436911583,2.54362916946411,1.15419054031372,0.597898006439209,2.81913638114929,0.378216087818146
1035,0.743207573890686,-0.017119400203228,3.79062104225159,2.83010244369507,2.36007571220398,3.16362643241882,0.0175944864749908,2.52268195152283,1.16758298873901,0.610286891460419,2.90996789932251,0.371866792440414
1037,0.772736966609955,-0.0400261133909225,3.82987427711487,2.84530830383301,2.41006398200989,3.09519982337952,0.0429449267685413,2.54934906959534,1.21302831172943,0.609058141708374,2.97089695930481,0.351783961057663
1039,0.79531329870224,-0.0374558232724667,3.86163091659546,2.87495803833008,2.44159030914307,3.03874111175537,0.0983733609318733,2.57389044761658,1.2479419708252,0.590911567211151,2.91384172439575,0.337479203939438
1041,0.823258280754089,-0.02283700928092,3.88948583602905,2.88457179069519,2.45861530303955,3.04962468147278,0.160692200064659,2.58982944488525,1.26999092102051,0.572912931442261,2.81530046463013,0.353459298610687
