,O-PTIR 1/O-PTIR,O-PTIR 2/O-PTIR,O-PTIR 3/O-PTIR,O-PTIR 4/O-PTIR,O-PTIR 5/O-PTIR,O-PTIR 6/O-PTIR,O-PTIR 7/O-PTIR,O-PTIR 8/O-PTIR,O-PTIR 9/O-PTIR,O-PTIR 10/O-PTIR,O-PTIR 11/O-PTIR,O-PTIR 12/O-PTIR,O-PTIR 13/O-PTIR,O-PTIR 14/O-PTIR,O-PTIR 15/O-PTIR,O-PTIR 16/O-PTIR,O-PTIR 17/O-PTIR,O-PTIR 18/O-PTIR,O-PTIR 19/O-PTIR,O-PTIR 20/O-PTIR,,,
1741,12.81958485,8.680707932,1.311599135,0.193861559,0.082077861,0.609893203,0.384584576,0.815239012,1.097212434,0.468739688,0.847827077,3.746659756,0.290147811,1.767936707,3.999804258,3.010160208,2.20256567,1.606938124,1.810296059,2.008653641,,,
1743,10.85573101,7.349919319,1.073702216,0.1417633,0.073433973,0.473647177,0.316084176,0.66327858,0.956259906,0.378928185,0.728562176,3.161422253,0.262083232,1.413370252,3.430913687,2.498633385,1.899467707,1.325095654,1.521220207,1.687387466,,,
1745,8.931239128,6.038344383,0.844260037,0.103367053,0.064568758,0.338017702,0.258299381,0.494805455,0.776509285,0.298637837,0.59475714,2.610865593,0.219609424,1.053953409,2.844291449,1.974974513,1.566082835,1.058148861,1.225038528,1.380348206,,,
1747,7.087219715,4.727447033,0.610217154,0.072475694,0.049460717,0.221184388,0.199302852,0.340673119,0.588237226,0.194051296,0.443456441,2.077679157,0.157748118,0.712724924,2.249405622,1.459131479,1.20748651,0.813408077,0.930126727,1.056249142,,,
1749,5.27677393,3.416951895,0.400378734,0.052547287,0.013233698,0.124549918,0.145565256,0.200538889,0.408545524,0.08651007,0.283766598,1.540326953,0.109240279,0.410269141,1.625527024,0.990384698,0.859881461,0.556754351,0.654845893,0.712118447,,,
1751,3.77013135,2.356093407,0.270018846,0.035047133,-0.014616251,0.063979805,0.09982612,0.100308672,0.282898724,0.029680882,0.177140713,1.091983199,0.071482271,0.175781712,1.104112029,0.610874176,0.577290237,0.336850703,0.43690756,0.428899199,,,
1753,2.713416815,1.642576814,0.192969963,0.034566946,-0.020859772,0.014848844,0.050288606,0.045419652,0.184883997,-0.005381052,0.114720814,0.752359092,0.048133291,0.031645827,0.767694414,0.373391896,0.375871092,0.197345972,0.262806386,0.256547421,,,
1755,1.956734061,1.137538195,0.135272622,0.036320109,-0.023775572,-0.03779966,0.035052165,0.019018121,0.113876887,-0.008816494,0.079472318,0.515880704,0.03646484,-0.033077132,0.522629976,0.248579875,0.235814661,0.123116292,0.13518241,0.150964573,,,
1757,1.476009369,0.813327551,0.077116042,0.030792309,-0.02549435,-0.060778491,0.046249568,-0.009776971,0.048985202,0.005101399,0.073571756,0.343600392,0.02861874,-0.046290059,0.364461839,0.185570911,0.169182152,0.065313265,0.075200744,0.088272385,,,
1759,1.158035159,0.588356853,0.047290999,0.019881384,-0.013936966,-0.041288219,0.065338343,-0.038480084,-0.012560722,-0.005715738,0.065814219,0.20017907,0.037967838,-0.031835303,0.265629292,0.135697052,0.164293364,0.020847259,0.040317543,0.059769668,,,
1761,0.918602943,0.4134202,0.035516329,0.022216879,0.012725906,-0.008236113,0.053760767,-0.048245993,-0.05871373,-0.016061978,0.046889421,0.099112578,0.04307723,-0.025269778,0.198953807,0.077079348,0.16836682,-0.007343289,0.014437182,0.070499904,,,
1763,0.750829101,0.288812846,0.037966844,0.022930959,0.025667597,0.008397105,0.009945798,-0.030722912,-0.082579367,-0.017126827,0.04493754,0.046874695,0.034800578,-0.038534038,0.12874575,0.037186172,0.165168285,-0.008674813,-0.000374266,0.078646012,,,
1765,0.631270826,0.205222726,0.041084316,0.009151052,0.015212145,0.0197757,-0.030616743,-0.005396635,-0.071885809,-0.042944647,0.052665748,0.051023871,0.026187923,-0.070850603,0.060869146,0.00678865,0.148430765,0.000211588,-0.028938655,0.069540046,,,
1767,0.532297075,0.153124079,0.042755172,-0.007993484,-0.008590676,0.023074182,-0.030937247,0.006571596,-0.052742556,-0.080398716,0.03307512,0.046262234,-0.000406444,-0.106494538,0.019141657,-8.27E-05,0.136385545,-0.005183227,-0.055268925,0.071444348,,,
1769,0.425704837,0.112457186,0.053027529,-0.018189399,-0.022533795,0.022692304,-0.020942744,-0.025353005,-0.020667104,-0.115314499,0.025217332,0.009020308,-0.038990524,-0.124099918,-0.029354762,0.014259856,0.116275288,0.003531158,-0.053097855,0.073701143,,,
1771,0.327073663,0.053958811,0.098186709,-0.0150483,-0.040564645,0.020222938,-0.002504788,-0.048178252,0.008016139,-0.127409384,0.038767401,-0.023187084,-0.080359325,-0.107773334,-0.0836941,0.047062591,0.071608976,0.001719961,-0.052609619,0.039703984,,,
1773,0.27191782,0.001525857,0.12339741,-0.008637318,-0.05837341,0.025154928,0.007431327,-0.044814177,0.016107459,-0.115969703,0.002925798,-0.017032631,-0.109838083,-0.044959709,-0.099406376,0.078668632,0.04349139,-0.017699849,-0.05949292,0.011797391,,,
1775,0.254442722,-0.032989684,0.123949356,0.007953908,-0.062677786,0.017817045,0.003709608,-0.043436602,0.033644937,-0.122763716,-0.022212531,-0.017380102,-0.096963458,0.027542114,-0.081449412,0.085240267,0.019631544,-0.019951979,-0.0314386,0.007923247,,,
1777,0.229746386,-0.061788503,0.100201182,0.017936453,-0.036387067,-0.004879266,0.023256753,-0.046503663,0.067016982,-0.153337136,-0.019972075,-0.043424714,-0.058704272,0.064551257,-0.019019794,0.061205003,0.014322129,-0.023908732,0.003735265,-0.008410264,,,
1779,0.237039998,-0.055638369,0.032876391,0.021198435,0.016033938,0.004273128,0.046976145,-0.059088372,0.071766406,-0.150587395,-0.014614803,-0.01323085,-0.0089294,0.064702921,0.041492771,0.016947726,0.035496876,-0.009822777,-0.003718261,-0.012170123,,,
1781,0.261397332,-0.030373285,-0.001757025,0.025066741,0.037312616,0.028628241,0.067480311,-0.052165687,0.065724313,-0.130488649,0.006179489,0.034336161,0.042565674,0.057405088,0.03381066,-0.013356633,0.035087928,0.013212678,-0.010147912,0.009352018,,,
1783,0.253283828,-0.019952277,0.009411493,0.025397195,0.024808178,0.024164826,0.071002103,-0.060857642,0.042519245,-0.110476345,0.021941736,0.045309301,0.071124136,0.070513487,-0.030450201,-0.024646504,0.01607924,0.046781894,-0.018205851,0.036091402,,,
1785,0.230194882,-0.073155612,0.005062284,0.021152591,0.009130256,-0.009826995,0.060438044,-0.064998575,-0.002301251,-0.089618735,0.035353534,0.034756761,0.096023127,0.088361263,-0.10966856,-0.021278955,0.005070956,0.043816239,0.00345175,0.023677846,,,
1787,0.213815972,-0.112361997,-0.023633547,0.052274872,0.01127218,-0.059643798,0.04822785,-0.08815527,-0.025099099,-0.048163243,0.066065975,-0.025990155,0.125165001,0.09506759,-0.181827217,-0.025746513,0.027578445,0.043861602,0.043731578,-0.009864673,,,
1789,0.188159943,-0.153490499,-0.03559598,0.103377253,0.011566147,-0.056602754,0.037688643,-0.101646349,-0.022258498,0.007529545,0.083352432,-0.08830066,0.135191396,0.084124982,-0.222422183,-0.055439472,0.051251497,0.070272997,0.058022257,-0.020383991,,,
1791,0.11149098,-0.145797521,-0.039827183,0.131146088,0.024458665,-0.027766643,0.010360977,-0.07689058,-0.015073573,0.038840264,0.075652041,-0.109289169,0.104132645,0.076828599,-0.196718767,-0.129050732,0.097227931,0.110556468,0.071245827,0.000168813,,,
1793,0.031862136,-0.106908344,-0.040384457,0.108506463,0.041247662,-0.034675051,-0.027100245,-0.045780804,-0.052107472,0.135417178,0.081006207,-0.092905954,0.029305819,0.062960982,-0.099241741,-0.204026729,0.140670642,0.107267931,0.0617291,0.074246719,,,
1795,0.009899947,-0.12922588,-0.068082698,0.103451081,0.045231506,-0.045721881,-0.058447588,0.011903943,-0.066660151,0.202614442,0.077340998,-0.066622175,-0.045647271,0.013848444,-0.028993068,-0.22346586,0.109905869,0.087820359,0.012273167,0.161824226,,,
2685,0.044059955,-0.154485241,-0.008388112,0.004088745,0.036525555,-0.084914215,-0.0839146,0.061143257,-0.045340136,0.186272919,0.161289036,-0.081428386,0.022505809,-0.007341779,-0.131494388,-0.254975826,0.077504456,0.083312996,-0.031789083,0.166555524,,,
2687,0.118181214,-0.209293664,0.121138796,-0.211510211,0.017635139,-0.169954777,-0.139173582,0.167984024,0.000920562,0.150814652,0.343441695,-0.113555297,0.170386046,-0.053320896,-0.353904396,-0.323346972,0.00719909,0.073532835,-0.127396539,0.176821724,,,
2689,0.401195973,-0.418566734,0.61570698,-1.034724474,-0.054493483,-0.494662195,-0.350167125,0.575930297,0.177556217,0.015425721,1.038949013,-0.236224249,0.73503232,-0.228881359,-1.203125,-0.584406257,-0.261245579,0.036189642,-0.492451191,0.216020644,,,
2691,0.231636852,-0.471881658,0.504863679,-0.787182808,0.1491732,-0.298270166,-0.714528978,0.489130139,0.034839861,0.063020214,1.033367515,-0.516651452,0.878088653,-0.084717602,-0.838824511,-0.697348416,0.167292118,0.118500069,-0.434680372,0.200589642,,,
2693,0.019412873,-0.481259346,0.458444238,-0.547274947,0.241680488,-0.083992302,-1.016036153,0.376390755,-0.080236092,-0.318827987,1.019571662,-0.509373367,0.816598475,-0.057901181,-0.358281046,-0.730998158,0.166345149,0.165493309,-0.209388658,0.069576398,,,
2695,0.241588786,-0.181335658,0.508830369,-0.274038613,0.174135417,-0.061932035,-0.760402918,0.242282271,-0.236662224,-0.408317029,0.946998119,-0.162861899,0.468277156,0.115843102,0.060270857,-0.663273871,-0.174467266,0.035807494,-0.027443379,-0.033351861,,,
2697,0.383343667,0.02366337,0.380493909,-0.066100247,0.13074784,-0.028623227,-0.287620157,0.011878778,-0.286536038,-0.144430071,0.676380098,0.166928187,0.237398461,0.345428795,0.416762799,-0.522908568,-0.662775636,-0.234445482,-0.202343971,-0.004609145,,,
2699,0.266548663,-0.191310912,0.180365309,-0.002747655,0.139308855,-0.110047974,-0.168957055,-0.113803893,-0.328102887,-0.049059112,0.417164028,0.322320163,0.231792748,0.401104331,0.407180935,-0.442022711,-0.753638148,-0.361840665,-0.276295155,0.193387747,,,
2701,-0.058643881,-0.446867377,0.132058457,-0.093618631,0.165985569,-0.222884834,-0.036861811,-0.356639564,-0.336329401,-0.067107454,0.372778833,0.238458425,0.256305993,0.177950591,0.230685323,-0.421055019,-0.434527963,-0.174760878,-0.112185568,0.229511976,,,
2703,-0.233632252,-0.396790564,0.166424558,0.032711063,0.123885088,-0.19342424,-0.069819458,-0.597743809,-0.306038171,-0.102734752,0.251757532,0.006474936,0.208265662,0.04025906,0.037414022,-0.375615478,-0.126250893,0.071519427,0.023241043,0.246544436,,,
2705,-0.18953748,-0.208772272,0.261584163,0.1841335,0.221180052,-0.105731972,-0.120215833,-0.609969974,-0.129598156,-0.161447302,0.07052052,-0.103992298,0.101668067,0.020744672,0.039772321,-0.275035858,-0.056679163,0.098550446,0.120020814,0.218559861,,,
2707,-0.03177426,-0.063792624,0.292276561,0.196117058,0.370394289,-0.122288197,-0.14194636,-0.494866639,0.040877804,-0.214480057,-0.006925411,-0.143223211,0.033930361,0.007130897,0.018041154,-0.185264438,-0.015133916,0.070548333,0.118935257,0.070958503,,,
2709,0.027047204,-0.092218451,0.131482273,0.129746452,0.301964313,-0.174048573,-0.177129343,-0.3765724,0.137038976,-0.168511584,-0.031733584,-0.210123882,-0.072093867,-0.043030173,-0.083504394,-0.158187211,0.027599653,0.166184872,0.081301481,-0.127571404,,,
2711,0.095610663,-0.176125735,-0.008966174,0.03001333,0.161713615,-0.117103979,-0.175124049,-0.267121226,0.138893425,-0.153470963,0.06059327,-0.299503416,-0.186139077,-0.127661139,-0.093923435,-0.156682387,0.052577566,0.247565418,0.047647931,-0.340769857,,,
2713,0.130433261,-0.246293902,-0.062928341,0.017146807,0.070742324,0.001964992,-0.100039877,-0.120807886,0.035520975,-0.188177332,0.138605744,-0.274746507,-0.22522819,-0.180476919,-0.046252418,-0.19179897,-0.015022015,0.216675878,-0.048077445,-0.415929377,,,
2715,0.133298904,-0.325261801,-0.00774471,0.002719158,0.029230582,0.104173005,0.043697581,-0.004798911,-0.032352388,-0.177321196,0.195860147,-0.257623732,-0.191052228,-0.14966096,0.028266536,-0.13415648,-0.027227912,0.1424281,-0.15302448,-0.37161395,,,
2717,0.126302004,-0.238998622,0.064922087,0.071759611,0.072555132,0.12423595,0.14463827,0.000567292,-0.017089907,-0.122387335,0.222588971,-0.216941506,-0.11742565,-0.099342607,0.034531735,-0.062960289,-4.03E-05,0.131191716,-0.175939888,-0.301633209,,,
2719,0.084808961,-0.097801149,0.046082027,0.172196865,0.081748784,0.056492239,0.135968551,-0.071783379,-0.008803942,-0.027120557,0.16462563,-0.137810513,-0.01663756,-0.044574834,0.05927486,-0.022180796,0.001928035,0.15939638,-0.119467601,-0.241137549,,,
2721,0.003898814,-0.085244887,-0.043626864,0.192742378,-0.011228572,-0.018481106,0.14316985,-0.110583909,-0.014683747,0.037892506,0.036474138,-0.080169424,-0.006923608,-0.014817495,0.146189719,-0.017958026,-0.022574911,0.092015572,-0.045763277,-0.204881772,,,
2723,0.000568236,-0.201027527,-0.073722355,0.098608546,-0.039826371,-0.092323579,0.146506384,-0.105589874,-0.036760196,0.05873983,-0.039203763,-0.064777292,-0.063422188,-0.017093942,0.13604714,-0.086093187,-0.012634252,-0.005291968,0.025421778,-0.139541686,,,
2725,0.01273689,-0.22746399,-0.040064771,0.026027692,-0.010037006,-0.165447757,0.135220811,-0.075390257,-0.066041902,0.042866915,-0.055777401,-0.029979022,-0.112514213,0.018248048,0.074410692,-0.110681653,0.063190557,-0.054166548,0.014701308,-0.099821761,,,
2727,0.043981194,-0.160553977,-0.008917222,-0.027861616,0.030009421,-0.18765536,0.144137919,-0.054479402,-0.114264704,-0.001912884,-0.033525012,0.037515201,-0.114899263,0.056194805,0.023658346,-0.093540467,0.138746515,-0.076551393,-0.040884189,-0.06824369,,,
2729,0.146024168,-0.124860533,0.008839476,-0.02868784,0.006524655,-0.190601289,0.117377423,-0.071340613,-0.137794092,-0.090440102,-0.001574485,0.007670132,-0.066221133,0.014275388,-0.016934205,-0.064768083,0.143317163,-0.097504117,-0.051892888,-0.040601172,,,
2731,0.183733374,-0.128118157,0.031521365,-0.008387665,-0.041468341,-0.16817829,0.070066959,-0.092028439,-0.056374226,-0.119624622,-0.01733136,-0.071161129,-0.01723117,-0.045337006,-0.018134693,-0.044693742,0.070845544,-0.068793781,0.000457519,-0.05869513,,,
2733,0.137947321,-0.168439507,0.06922958,0.030335506,-0.041453063,-0.129164904,0.070979722,-0.100424454,0.006618364,-0.122714445,-0.020535884,-0.098953195,0.015270117,-0.080951937,0.062801391,-0.022939663,-0.033691958,-0.029465467,0.067156374,-0.029341795,,,
2735,0.112858206,-0.171577573,0.097984202,0.046874337,-0.025123419,-0.10150031,0.092283152,-0.071778841,-0.030520223,-0.120560624,0.036713447,-0.093426459,0.02420013,-0.065096304,0.129411981,-0.030504461,-0.114595942,-0.002953536,0.114169121,0.022148388,,,
2737,0.073657498,-0.177215993,0.092519738,0.027759302,-0.028965484,-0.095221594,0.087571822,-0.102131635,-0.085353866,-0.094584174,0.084812798,-0.09284839,0.023917392,3.87504696846008E-05,0.12670511,-0.021894418,-0.124412611,-0.012316345,0.064855173,0.035499688,,,
2739,0.042681076,-0.231340602,0.061798703,-0.00881811,-0.04536593,-0.099364698,0.04634909,-0.09435802,-0.098765865,-0.068869263,0.097036481,-0.066047773,0.008332602,0.052420534,0.045153536,-0.038981471,-0.072454743,0.003477832,0.006794877,0.025119556,,,
2741,0.059929643,-0.199055612,0.018919613,-0.059783116,-0.051473923,-0.095367178,-0.020846866,-0.068910964,-0.106847905,-0.048505526,0.099566311,-0.026255708,0.019685689,0.048769597,-0.016543815,-0.025218692,-0.035195731,0.05579048,-0.036963858,-0.023506097,,,
2743,0.126259178,-0.118049167,0.005468974,-0.06321533,-0.07976348,-0.086092137,-0.0072191,-0.033018254,-0.11622531,-0.005316345,0.108166337,-0.037849467,0.046614517,0.008034359,-0.039933685,-0.026981773,-0.01046683,0.087636709,-0.06740807,-0.097275041,,,
2745,0.182787701,-0.092181467,-0.024335288,-0.034666851,-0.06547191,-0.07085266,0.061207484,-0.013192499,-0.060623765,0.011883506,0.097159058,-0.057030257,0.024806667,-0.004951972,-0.04593312,-0.038376775,-0.014388751,0.082950212,-0.04932636,-0.14115715,,,
2747,0.176251143,-0.136329174,-0.053067937,-0.048317149,-0.000213587,-0.050307896,0.103473924,-0.042715158,-0.005679829,-0.014848343,0.096637875,-0.036009956,0.007547785,-0.003023881,-0.0153512,-0.024167864,-0.040601276,0.064766377,-0.017265333,-0.116140485,,,
2749,0.145838171,-0.118140817,-0.074312337,-0.061520599,0.041931964,-0.020411396,0.123932406,-0.059415601,0.036762688,-0.029770967,0.06653145,-0.025283195,0.030519556,-0.029234719,0.012376917,-0.05042804,-0.049700536,0.039793458,0.010479593,-0.082908742,,,
2751,0.149813861,-0.086306192,-0.052121803,-0.027758023,0.052299671,0.016224213,0.136646256,-0.059965998,0.087291352,-0.02264227,0.01274151,-0.027685244,0.058065414,-0.087182373,0.029652007,-0.086571634,-0.031125167,-0.018370692,0.020195272,-0.054749846,,,
2753,0.1549308,-0.063208096,0.002889231,0.02281299,0.072425313,0.032988634,0.147184372,-0.04582553,0.099809252,0.026152816,-0.048794441,-0.021939788,0.031866848,-0.118766405,-0.004988575,-0.077254884,0.001094447,-0.070035376,0.019667806,-0.041648585,,,
2755,0.136808142,-0.014686666,0.07590992,0.050591253,0.05062525,0.01262009,0.15854992,0.003003806,0.069741525,0.090852581,-0.086977489,-0.002802052,-0.005816755,-0.107566014,-0.00791273,-0.055753883,0.021743495,-0.098340161,0.017249718,-0.047577508,,,
2757,0.095498741,0.001305053,0.110240631,0.058906399,0.010879473,0.000889136,0.133558691,0.040790305,0.008854501,0.10600204,-0.076632366,0.010099517,-0.020350181,-0.098342612,0.027022401,-0.042611931,0.042910811,-0.122502923,0.029460883,-0.044334203,,,
2759,0.106545709,-0.009361271,0.096943125,0.070538469,-0.028165247,0.008617561,0.077125706,0.051776901,-0.041023869,0.048599429,-0.04317034,-0.026731195,-0.00450324,-0.098421842,0.054116312,-0.040809829,0.009849227,-0.12161798,0.016842948,-0.037709113,,,
2761,0.159474701,-0.05900738,0.091495991,0.077095993,-0.048105109,-0.001736899,0.041593131,0.036485549,-0.060309339,-0.013879712,-0.017515674,-0.041626699,-0.003523155,-0.107263058,0.043490794,-0.03838845,-0.015848029,-0.058062363,-0.009489083,-0.039155241,,,
2763,0.178959399,-0.12140245,0.064751737,0.040016085,-0.053799625,-0.005364886,0.036028784,0.012672094,-0.055640511,-0.051881604,0.006974207,-0.046304867,-0.006704213,-0.087191701,-0.003153269,-0.024550878,0.022109397,0.010513151,-0.04231637,-0.029784005,,,
2765,0.150814638,-0.157603502,0.015142974,0.013302433,-0.060693309,-0.020543268,0.036407772,-0.018450724,-0.038571339,-0.095829673,0.018612947,-0.061868824,-0.023233829,-0.055303507,-0.064236201,-0.011512897,0.054282479,0.040506296,-0.050744776,-0.011414481,,,
2767,0.139092609,-0.141379848,-0.032909859,0.014702253,-0.070196889,-0.03068948,0.036115862,-0.039648194,-0.028026583,-0.07365267,0.010089193,-0.097794019,-0.050663348,-0.015156842,-0.084221005,-0.002296749,0.042064052,0.040038582,-0.039865781,-0.004892076,,,
2769,0.175259292,-0.138433903,-0.038498133,0.021630974,-0.070836313,-0.042655904,0.049050152,-0.056181911,-0.039945956,-0.031332124,-0.0136578,-0.087606877,-0.052304626,0.011354116,-0.092124738,-0.011131874,0.028803593,0.044375241,-0.01542831,-0.00655313,,,
2771,0.215319678,-0.143778518,-0.01306919,0.028493606,-0.034991413,-0.062601566,0.05087924,-0.067616366,-0.042650841,-0.032446831,0.00840159,-0.071001723,-0.048085179,0.00698579,-0.097280443,-0.046234697,0.066982917,0.075728953,0.008297371,-0.007807353,,,
2773,0.220991507,-0.107939526,-0.020147277,0.032415964,0.015653899,-0.049591366,0.035832904,-0.061565217,-0.05894338,-0.047365095,0.053623028,-0.04410205,-0.033448558,-0.020142186,-0.096954785,-0.057980277,0.107059553,0.089087628,0.036053255,-0.017889416,,,
2775,0.223355725,-0.069197796,-0.018880319,0.043647099,0.061736502,-0.042926118,0.032038957,-0.01943141,-0.077189192,-0.042633317,0.074358776,-0.040795922,-0.022562502,-0.022144945,-0.093779363,-0.046354484,0.095311552,0.088049583,0.029782688,-0.034873683,,,
2777,0.219012707,-0.055469055,-0.005113045,0.034371648,0.071714126,-0.067356266,0.035696812,0.018386841,-0.063399784,-0.020215921,0.101204224,-0.060261507,-0.030838219,-0.003089436,-0.059241299,-0.035528746,0.065270483,0.089862011,0.000874958,-0.037615761,,,
2779,0.216659829,-0.061765291,0.012834483,0.010586875,0.056041803,-0.08043436,0.018568372,0.048223384,-0.063928008,0.019201104,0.089291625,-0.055062301,-0.017671458,-0.009714738,-0.039259654,-0.032075457,0.049008284,0.077000946,-0.001420034,-0.02786354,,,
2781,0.189034998,-0.088627398,0.000359892,-0.011780516,0.046241134,-0.060928792,0.006501158,0.043380674,-0.068491362,0.052982207,0.048791103,-0.043692332,0.025840905,-0.006271463,-0.005324104,-0.025460938,0.062100589,0.069517344,0.006888038,-0.027733698,,,
2783,0.164089024,-0.102983952,-0.01773536,-0.024925591,0.040669043,-0.049737509,0.009287048,0.027818682,-0.050475288,0.060046609,0.041128397,-0.021619627,0.029423522,0.018968398,0.01092398,0.000564263,0.07046558,0.067953095,0.007617365,-0.038032129,,,
2785,0.156984687,-0.117155112,0.003161814,-0.023319039,0.026870914,-0.031532638,0.000783363,0.005283705,-0.01806177,0.030449821,0.045112379,0.002185949,0.008174997,0.029194582,0.01616811,0.022044307,0.072924063,0.058547236,-0.021604141,-0.04366887,,,
2787,0.177072823,-0.093638174,0.042530399,0.003080639,0.019733148,-0.020002682,-0.005861797,-0.005168864,-0.004848972,-7.13E-05,0.038410455,0.008398811,-0.010855319,0.051037986,0.004999209,0.01491578,0.055369969,0.040918183,-0.057877142,-0.047742985,,,
2789,0.208898842,-0.069311,0.085532226,0.031975109,0.02116883,-0.009167943,0.012881397,0.020034242,-0.014394196,-0.019039307,0.018545419,0.033664644,-0.001451454,0.043174379,0.012715505,0.003391882,0.035040382,0.02053709,-0.083715573,-0.037364971,,,
2791,0.214014784,-0.08207576,0.120565109,0.047258053,0.014968671,0.00813986,0.028365662,0.025412152,-0.029168066,-0.042626917,0.007357188,0.051209249,0.020076696,0.037081901,0.023911091,-0.000394867,0.025339922,0.004941727,-0.083326884,-0.017690891,,,
2793,0.214275762,-0.091086775,0.132374033,0.04700762,-0.009677952,0.040970024,0.019401584,-0.00167207,-0.035416353,-0.060999218,0.00366377,0.047016773,-0.002783131,0.06816753,0.016272776,0.019682489,0.011909727,0.002454331,-0.060422916,-0.019149901,,,
2795,0.215477437,-0.093750373,0.119973503,0.045606375,-0.03766128,0.059413739,0.03276813,-0.034329023,-0.027328622,-0.051690884,-0.005316584,0.033882253,-0.017166028,0.075822361,0.013372938,0.057389006,-0.001142202,-0.000906058,-0.036930691,-0.026046805,,,
2797,0.226658285,-0.093412749,0.103705287,0.051001668,-0.051978409,0.048904937,0.03801585,-0.04175882,-0.022483466,-0.02686662,-0.033366974,0.016062839,-0.032454111,0.060502961,-0.002732739,0.065270081,-0.022001565,0.009892968,-0.014792673,-0.011109516,,,
2799,0.243197232,-0.078985475,0.070924707,0.05044936,-0.052779917,0.039103314,0.026170082,-0.030320013,-0.016221445,-0.001618342,-0.041374683,-0.001527313,-0.040895585,0.04315478,-0.02756623,0.016767107,-0.008310951,0.006713769,-0.002672647,0.023741996,,,
2801,0.250676692,-0.047646288,0.056030031,0.048755169,-0.036439721,0.025298327,0.023806503,-0.00844404,-0.016001785,-0.00190908,-0.023403537,-0.023070125,-0.044359241,0.031965543,-0.044132527,-0.045717664,0.016509881,0.002769347,-0.004537697,0.025745779,,,
2803,0.250630558,-0.020731021,0.058164138,0.0565653,-0.022844356,0.009703899,0.039675586,0.015998002,-0.029102836,-0.030357653,-0.039996609,-0.029800273,-0.022202719,0.028340386,-0.033743344,-0.057822235,0.00989623,-0.00633541,-0.000535727,0.008583516,,,
2805,0.24870424,0.009508874,0.083927199,0.059906647,-0.01362608,0.009250913,0.042812757,0.033410549,-0.029105455,-0.056183569,-0.054711167,-0.027795343,0.008517396,0.029891636,-0.014581529,-0.051912751,-0.005416628,-0.015767986,0.001613389,0.011914034,,,
2807,0.26232183,0.00557789,0.101724595,0.052016977,-0.011912978,0.017861519,0.038144905,0.039661784,-0.021573015,-0.058019508,-0.030225718,-0.02133587,0.04651979,0.02287947,-0.005942172,-0.025484381,-0.003997173,-0.030247089,-0.00250947,0.042199261,,,
2809,0.253895193,-0.017068028,0.112727083,0.04785857,-0.013600357,0.021314016,0.017532412,0.021000469,-0.019969087,-0.016284484,-0.008565535,-0.001850422,0.064415924,0.021203872,-0.028112479,-0.018023709,-0.007027987,-0.043448269,-0.001925275,0.054523699,,,
2811,0.248847872,-0.043085884,0.110325739,0.035342924,-0.008020649,0.024292512,0.006434579,0.021490013,-0.024016365,-0.004733191,-0.012049222,0.035230391,0.054882664,0.01159299,-0.034707453,-0.026155146,0.006844856,-0.040478244,-0.008817384,0.054707497,,,
2813,0.253845394,-0.053087305,0.087196276,0.017880429,-0.02136646,0.015259675,-0.00210966,0.041968305,-0.028547458,-0.020178938,-0.029090801,0.053389318,0.022200163,-0.00938035,-0.019224234,-0.023995623,0.00377431,-0.036040004,-0.019868085,0.044289824,,,
2815,0.257261574,-0.048629936,0.063268855,0.004700507,-0.034280717,-0.00520205,-0.004506363,0.032725632,-0.00659357,-0.040994953,-0.022250518,0.062538587,0.009434158,-0.012847296,-0.017123176,-0.022923457,-0.004061204,-0.037641775,-0.039101344,0.031784061,,,
2817,0.295842588,-0.03195085,0.049507163,0.02382298,-0.02396825,-0.01224511,0.005383965,-0.01230132,0.012789537,-0.036741029,-0.009506608,0.049218081,0.022332655,-0.014217515,-0.002299249,0.004040728,0.011017435,-0.019793887,-0.029734977,0.04006188,,,
2819,0.359734505,-0.015691986,0.029206883,0.048548937,-0.019516848,-0.016233711,0.026256524,-0.061351858,-0.005603169,-0.02118104,0.001792742,0.04232578,0.014206581,-0.022479162,0.033032827,-0.00045824,0.029536653,0.013626195,-0.029319478,0.035929248,,,
2821,0.398770005,0.008601226,0.014799644,0.031386904,-0.017305192,-0.027205043,0.050441962,-0.093791783,-0.022558298,-0.012274439,0.019563412,0.050316703,0.017301366,-0.018206924,0.04173933,-0.020447774,0.052366842,0.026318021,-0.042167872,0.03578677,,,
2823,0.410867691,0.045830548,0.017007161,0.025469601,-0.005844289,-0.027858529,0.046716645,-0.107505798,-0.006813258,0.000227063,0.041101627,0.064560264,0.043629896,-0.021996204,0.023695761,-0.01920826,0.076452799,0.015516432,-0.06809976,0.057049334,,,
2825,0.454364091,0.083869547,0.026787776,0.046913013,0.019408563,0.004122834,0.023383193,-0.095957831,0.004024224,0.006545082,0.072929487,0.056236465,0.052933026,-0.016195428,0.016284714,-0.034897149,0.08865191,0.00696596,-0.073662892,0.064503461,,,
2827,0.519919813,0.126353174,0.042984139,0.073465168,0.026627196,0.037370332,0.010488143,-0.074554175,-0.014257049,0.003125206,0.063553885,0.015608332,0.033609375,0.001668562,0.01893658,-0.039047617,0.071756631,0.004453666,-0.075254299,0.064350367,,,
2829,0.582268775,0.182533413,0.039061561,0.082351968,0.026137492,0.029903252,0.027748881,-0.057094336,-0.016227592,-0.000926966,0.043917723,-0.033375166,0.023277918,0.006001257,0.024383921,-0.036149193,0.050696779,-0.001728093,-0.072973996,0.078232206,,,
